company_name,coman_status,source,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,segment_if_known,n_contacts,n_contacts_email_avail,sweep_key_person,sweep_source_urls
"COLLIN STREET BAKERY, LLC",unclassified food/bev mfr,hoovers,Corsicana,Texas,http://www.collinstreet.com,2.4071253E7,150,Private,,311812,"Collin Street Bakery, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,1,0,,
"COLUMBIA FARMS OF GEORGIA, INC.",unclassified food/bev mfr,hoovers,Oglethorpe,Georgia,,3.6405079E7,1800,Private,"Nash Johnson & Sons` Farms, Inc.",311615,"Columbia Farms Of Georgia, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for",,3,0,,
"CONTINENTAL MILLS, INC.",unclassified food/bev mfr,hoovers,Tukwila,Washington,http://www.thekrusteazcompany.com,4.412991E8,985,Private,"CONTINENTAL MILLS, INC.",311824,"Continental Mills, Inc. is primarily engaged in preparing flour mixes or doughs from purchased flour.",,3,0,,
"CRESTONE GROUP, LLC",unclassified food/bev mfr,hoovers,Carlsbad,California,http://www.crestone-group.com,2.0134777E7,300,Private,"CRESTONE GROUP, LLC",445291,"Crestone Group, Llc is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.",,3,2,,
"CS Beef Packers, LLC",unclassified food/bev mfr,hoovers,Kuna,Idaho,http://www.csbeefpackers.com,8.6948097E7,856,Private,,311611,"Cs Beef Packers, Llc is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used o",,3,0,,
"CTI Foods Texas Beans, LLC",unclassified food/bev mfr,hoovers,Saginaw,Texas,http://www.ctifoods.com,2.5410616E7,100,Private,"CTI Foods, LLC",311612,"Cti Foods Texas Beans, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasse",,1,0,,
"CTI Foods Texas Soups, LLC",unclassified food/bev mfr,hoovers,Saginaw,Texas,http://www.ctifoods.com,4.7761997E7,200,Private,"CTI Foods, LLC",311612,"Cti Foods Texas Soups, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasse",,3,1,,
"CTI Foods Wilder, LLC",unclassified food/bev mfr,hoovers,Wilder,Idaho,,2.3297842E7,500,Private,"CTI Foods, LLC",311612,"Cti Foods Wilder, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and",,3,2,,
"CTI Foods, LLC",unclassified food/bev mfr,hoovers,Southlake,Texas,http://www.ctifoods.com,2.6537842E8,520,Private,"CTI Foods Holding Co., LLC",311612,"Cti Foods, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and other ",,3,0,,
Cacique Foods LLC,unclassified food/bev mfr,hoovers,Irving,Texas,http://www.caciquefoods.com,1.0618364E8,242,Private,Cacique Foods LLC,311513,"If you thought the Spanish word for cheese was ""queso,"" you haven't heard of Cacique. The company is one of the largest Hispanic-style dairy product manufacturers in the US. Cacique primarily makes an",,3,1,,
"Cafe Spice, LLC",unclassified food/bev mfr,hoovers,New Windsor,New York,http://www.cafespice.com,5.3572987E7,200,Private,"Cafe Spice, LLC",311991,"Cafe Spice, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut b",,3,3,,
"Cafe Valley, Inc.",unclassified food/bev mfr,hoovers,Phoenix,Arizona,http://www.cafevalley.com,1.092128E8,1580,Private,"Cafe Valley, Inc.",311999,"Cafe Valley, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut",,3,0,,
Cakebread Cellars,unclassified food/bev mfr,hoovers,Rutherford,California,http://www.cakebread.com,2.1636934E7,60,Private,,312130,"Cakebread Cellars is primarily engaged in manufacturing wines, brandy, and brandy spirits. This industry also includes bonded wine cellars which are engaged in blending wines.",,3,3,,
"California Dairies, Inc.",unclassified food/bev mfr,hoovers,Visalia,California,http://www.californiadairies.com,3.5390714E8,716,Private,"California Dairies, Inc.",311511,Herding dairies together makes California Dairies the largest dairy processing cooperative in the US. Its 410 member/farmers provide the co-op with more than 18 billion pounds of milk a year. Its plan,,3,0,,
"California Natural Products, LLC",unclassified food/bev mfr,hoovers,Lathrop,California,http://www.gehlfoodandbeverage.com,3.7758202E7,375,Private,"Gehl Foods, LLC",311999,"California Natural Products, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening co",,3,3,,
"Calise & Sons Bakery, LLC",unclassified food/bev mfr,hoovers,Lincoln,Rhode Island,http://www.calisebakery.com,2.8339127E7,185,Private,"Calise & Sons Bakery, LLC",311812,"Calise & Sons Bakery, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,3,,
Cameron's Coffee and Distribution Company,unclassified food/bev mfr,hoovers,Shakopee,Minnesota,http://www.cameronscoffee.com,2.3378935E7,143,Private,Cameron's Coffee and Distribution Company,311920,"Cameron's Coffee And Distribution Company is primarily engaged in roasting coffee, and in manufacturing coffee concentrates and extracts in powdered, liquid, or frozen form, including freeze-dried.",,3,2,,
"Camino Real Foods, Inc.",unclassified food/bev mfr,hoovers,Los Angeles,California,http://www.caminorealkitchens.com,4.7911819E7,410,Private,"Camino Real Foods, Inc.",311999,"Camino Real Foods, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; ",,3,2,,
"Camp Hill Confections, LLC",unclassified food/bev mfr,hoovers,York,Pennsylvania,http://www.warrellcorp.com,4.6426708E7,112,Private,"Wolfgang CHC, LLC",311351,"Warrell Corporation (dba Pennsylvania Dutch Candies)has plenty of sweet treats. The Pennsylvania confectioner's more than 1,000products include peanut brittle, butter and party mints, peanut-butter pi",,3,3,,
"Campofresco, Corp.",unclassified food/bev mfr,hoovers,Santa Isabel,Puerto Rico,http://www.campofresco.com,2.8921675E7,150,Private,,311421,"Campofresco, Corp. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, jams, ",,3,3,,
"Campofrio Food Group - America, Inc.",unclassified food/bev mfr,hoovers,South Chesterfield,Virginia,http://www.fioruccifoods.com,2.4690378E7,175,Private,CAMPOFRIO FOOD GROUP SA,311611,"Fiorucci Foods brings traditional Italian deli meats to a US audience. The company produces and sells Italian specialty meats -- including salami, prosciutto, pepperoni, and pancetta -- along with its",,3,1,,
Canada Dry Potomac Corporation,unclassified food/bev mfr,hoovers,Hyattsville,Maryland,http://www.cdpotomac.com,2.6908173E7,575,Private,Canada Dry Potomac Corporation,312111,Canada Dry Potomac Corporation is primarily engaged in manufacturing soft drinks and carbonated waters.,,3,1,,
"Canyon Bakehouse, LLC",unclassified food/bev mfr,hoovers,Johnstown,Colorado,http://www.canyonglutenfree.com,3.3695099E7,145,Private,"Flowers Foods, Inc.",311812,"Canyon Bakehouse, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,0,,
Caravan Ingredients Inc.,unclassified food/bev mfr,hoovers,Lenexa,Kansas,http://www.corbion.com,2.9720114E8,700,Private,Corbion N.V.,311999,"Caravan Ingredients Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds;",,1,0,,
"Cargill Cocoa & Chocolate, Inc.",unclassified food/bev mfr,hoovers,Wayzata,Minnesota,http://www.cargill.com,5.6609734E7,426,Private,"Cargill, Incorporated",311351,"Cargill Cocoa & Chocolate, Inc. is primarily engaged in shelling, roasting, and grinding cacao beans for the purpose of making chocolate liquor, from which cocoa powder and cocoa butter are derived, a",,3,0,,
"Cargill Kitchen Solutions, Inc.",unclassified food/bev mfr,hoovers,Monticello,Minnesota,http://www.sunnyfresh.com,4.9631149E7,700,Private,"Cargill, Incorporated",311999,People at this company will definitely tell you it's the egg that comes first. Cargill Kitchen Solutions (formerly Sunny Fresh Foods) is a leading manufacturer of value-added processed egg products fo,,3,0,,
Cargill Meat Solutions Corporation,unclassified food/bev mfr,hoovers,Wichita,Kansas,,3.0794895E9,20000,Private,"Cargill, Incorporated",311611,"Cargill Meat Solutions (CMS)is really very good at being a leadingmeat processor in the US. It excels at turning cows, pigs and turkeys into meat and poultry products at its plants in the US and Canad",,1,0,,
"Caribbean Foods Delight, Inc.",unclassified food/bev mfr,hoovers,Tappan,New York,http://www.cfdnyinc.com,2.3692505E7,80,Private,,311612,"Caribbean Foods Delight, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carca",,3,2,,
"Caribbean Refrescos, Inc.",unclassified food/bev mfr,hoovers,Cidra,Puerto Rico,,1.011193E8,510,Private,The Coca-Cola Company,311930,"Caribbean Refrescos, Inc. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of sof",,2,0,,
"Caribou Coffee Holdings, LLC",unclassified food/bev mfr,hoovers,Washington,District of Columbia,http://www.cariboucoffee.com,1.061964E9,6392,Private,"Panera Brands, Inc.",311920,"Caribou Coffee Holdings, Llc is primarily engaged in roasting coffee, and in manufacturing coffee concentrates and extracts in powdered, liquid, or frozen form, including freeze-dried.",,1,0,,
Carl Buddig and Company,unclassified food/bev mfr,hoovers,Tinley Park,Illinois,http://www.buddig.com,1.9687346E8,500,Private,Carl Buddig and Company,311612,"Carl Buddig and Company is a family-owned business specializing in sliced deli meats. Founded in 1943 and based in Homewood, Illinois, the company has been a staple in its industry for over 75 years. ",,3,0,,
Carlos Bakery Inc.,unclassified food/bev mfr,hoovers,Jersey City,New Jersey,http://www.carlosbakery.com,1.1008679E8,1050,Private,Carlos Bakery Inc.,445291,Carlos Bakery Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.,,3,0,,
"Carolina Canners, Inc.",unclassified food/bev mfr,hoovers,Cheraw,South Carolina,http://www.carolinacanners.com,4.2011497E7,335,Private,"Carolina Canners, Inc.",312111,"Carolina Canners, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",,3,2,,
"Carolina Ingredients, LLC",unclassified food/bev mfr,hoovers,Rock Hill,South Carolina,http://www.carolinaingredients.com,2.4002439E7,60,Private,"Mitsubishi International Food Ingredients, Inc.",311999,"Carolina Ingredients, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds",,3,3,,
"Case Foods, Inc.",unclassified food/bev mfr,hoovers,Troutman,North Carolina,http://www.casefarms.com,1.1432036E8,6253,Private,"Case Foods, Inc.",311615,"Case Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own acco",,3,0,,
"Casper's Ice Cream, LLC",unclassified food/bev mfr,hoovers,Richmond,Utah,http://www.caspersicecream.com,3.2193607E7,96,Private,"MidOcean US Advisor, L.P.",311520,"Casper's Ice Cream, Llc is primarily engaged in manufacturing ice cream and other frozen desserts.",,3,3,,
Catallia Mexican Foods LLC,unclassified food/bev mfr,hoovers,Eagan,Minnesota,http://www.catallia.com,2.1074291E7,80,Private,,311830,"Catallia Mexican Foods Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compound",,3,2,,
Catania-Spagna Corporation,unclassified food/bev mfr,hoovers,Ayer,Massachusetts,http://www.cataniaoils.com,9.473082E7,270,Private,Catania-Spagna Corporation,311225,"Catania-Spagna Corporation is primarily engaged in manufacturing shortening, table oils, margarine, and other edible fats and oils, not elsewhere classified.",,3,2,,
"Catelli Bros., Inc.",unclassified food/bev mfr,hoovers,Camden,New Jersey,http://www.catellibrothers.com,3.4348099E7,250,Private,"Catelli Bros., Inc.",311611,"Catelli Bros., Inc. is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used on",,3,2,,
"Ce De Candy, Inc.",unclassified food/bev mfr,hoovers,Union,New Jersey,http://www.smarties.com,2.3491222E7,240,Private,"Ce De Candy, Inc.",311340,"Ce De Candy, Inc. is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",,3,1,,
"Celestial Seasonings, Inc.",unclassified food/bev mfr,hoovers,Boulder,Colorado,http://www.celestialseasonings.com,2.2957785E7,221,Private,"The Hain Celestial Group, Inc.",311920,"Celestial Seasonings, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compound",,3,0,,
"Central Coca-Cola Bottling Company, Inc.",unclassified food/bev mfr,hoovers,Elmsford,New York,http://www.coca-cola.com,8.4910042E7,2100,Private,"Coca-Cola Refreshments USA, LLC",312111,"Central Coca-Cola Bottling Company, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",,3,0,,
