rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,best_contact_from_hoovers,n_contacts,n_with_email,key_person_public,key_person_2_public,source_urls,rationale,outreach_status,mergent_email,mergent_phone,notes
234,6,"Feihe International, Inc.",unclassified food/bev mfr,,San Marino,California,,8.8189667E7,4932,Private,"Feihe International, Inc.",311514,"Feihe International, Inc. is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice mi",Hua Liu — Vice President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
235,6,"Fiesta Canning Co., Inc.",unclassified food/bev mfr,,Mc Neal,Arizona,http://www.fiestacanning.org,3.0E7,75,Private,,311421,"Fiesta Canning Co., Inc. is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, ",Bob Myers — Chief Financial Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
236,6,FlavorSum LLC,unclassified food/bev mfr,,Kalamazoo,Michigan,http://www.flavorsum.com,2.1758812E7,80,Private,FlavorSum LLC,311930,"Flavorsum Llc is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft drinks, an",Brian Briggs — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
237,6,Flavorchem Corporation,unclassified food/bev mfr,,Downers Grove,Illinois,http://www.flavorchem.com,4.7836693E7,135,Private,Flavorchem Corporation,311942,"Flavorchem Corporation is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft d",James Evanoff — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
238,6,Florida Crystals Corporation,unclassified food/bev mfr,,West Palm Beach,Florida,http://www.floridacrystals.com,5.3215778E8,2000,Private,Fanjul Corp.,311314,"Florida Crystals is Florida's largest organic farmer and the only producer of Regenerative Organic Certified sugar that is grown and milled in the US, which is offered to consumers through the Florida",Christine Vanderpool — Vice President Chief Technology Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
239,6,"Flowers Bakeries, LLC",unclassified food/bev mfr,,Thomasville,Georgia,http://www.canyonglutenfree.com,5.1408569E8,500,Private,"Flowers Foods, Inc.",311812,"Flowers Bakeries, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Steve Avera — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
240,6,"Flowers Baking Co. of Bradenton, LLC",unclassified food/bev mfr,,Sarasota,Florida,http://www.flowersfoods.com,2.8892847E7,300,Private,"Flowers Foods, Inc.",311812,"Flowers Baking Co. Of Bradenton, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Marta Turner — Executive Vice President Corporate Relations,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
241,6,"Flowers Baking Co. of Jamestown, LLC",unclassified food/bev mfr,,Jamestown,North Carolina,,2.5500345E7,182,Private,"Flowers Foods, Inc.",311812,"Flowers Baking Co. Of Jamestown, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Adam Crozier — Market Vice President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
242,6,"Flowers Baking Co. of Thomasville, LLC",unclassified food/bev mfr,,Thomasville,Georgia,http://www.ilovegoats.com,3.4351994E7,125,Private,"Flowers Bakeries, LLC",311812,"Flowers Baking Co. Of Thomasville, Llc is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Dan Strassner — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
243,6,"Fona International, LLC",unclassified food/bev mfr,,Geneva,Illinois,http://www.mccormickfona.com,4.4186138E7,282,Private,"McCormick & Company, Incorporated",311942,"Fona International, Llc is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft ",Luke Slawek — Chief Operating Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
244,6,Fonterra (USA) INC,unclassified food/bev mfr,,Chicago,Illinois,http://www.fonterra.com,2.3537365E7,128,Private,FONTERRA CO-OPERATIVE GROUP LIMITED,311514,"Fonterra (Usa) Inc is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice milk and ",Anna Palairet — Chief Operating Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
245,6,"Food For Life Baking Co., Inc.",unclassified food/bev mfr,,Corona,California,http://www.foodforlife.com,2.7954144E7,120,Private,"Food For Life Baking Co., Inc.",311812,"Food For Life Baking Co., Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Scott Kraus — Chief Financial Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
246,6,"Food Source, Inc.",unclassified food/bev mfr,,Mc Kinney,Texas,http://www.blountfinefoods.com,2.4682415E7,130,Private,Blount Fine Foods Corp.,311412,"Food Source, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",Gaetano Riccardi — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
247,6,"Forbidden Fruit Ciderhouse, LLC",unclassified food/bev mfr,,Corvallis,Oregon,http://www.2townsciderhouse.com,3.8574577E7,120,Private,,311999,"Forbidden Fruit Ciderhouse, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening com",Justin Vail — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
248,6,"Fred Usinger, Inc.",unclassified food/bev mfr,,Milwaukee,Wisconsin,http://www.usinger.com,2.3729677E7,140,Private,"Fred Usinger, Inc.",311612,"A dedicated beer town like Milwaukee needs some sausage to ""go with"" and that's where Usinger's comes in. Fred Usinger, Inc., is a city institution known for its Old World sausage and other prepared m",Allen Weidler — Vice President,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
249,6,Fresca Mexican Foods LLC,unclassified food/bev mfr,,Caldwell,Idaho,http://www.frescamex.com,2.1612289E7,150,Private,C.H. Guenther & Son LLC,311919,"Fresca Mexican Foods Llc is primarily engaged in manufacturing potato chips, corn chips, and similar snacks.",Kip Losey — Vice President Of Business Development,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
250,6,"Fresh Brew Group USA, L.P.",unclassified food/bev mfr,,Houston,Texas,http://www.freshbrewgroup.com,7.5E7,50,Partnership,,311920,"Fresh Brew Group Usa, L.P. is primarily engaged in roasting coffee, and in manufacturing coffee concentrates and extracts in powdered, liquid, or frozen form, including freeze-dried.",Fenton Allen — Chief Operating Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
251,6,"Frick's Meat Products, Inc",unclassified food/bev mfr,,Washington,Missouri,http://www.fricksqualitymeats.com,2.5353449E7,280,Private,,311612,"Frick's Meat Products, Inc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasse",Earl Phillips — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
252,6,"Frozen Specialties, Inc.",unclassified food/bev mfr,,Archbold,Ohio,http://www.frozenspecialties.com,2.3753813E7,140,Private,"Bellisio Foods, Inc",311412,"Frozen Specialties' specialty arena lies in frozen pizza pies. The company makes private-label frozen pizzas (in value-priced, lean, and microwaveable variations) and a frozen pizza-flavored snack cal",Brian Replogle — Vice President Of Operations,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
253,6,"FruitSmart, Inc.",unclassified food/bev mfr,,Prosser,Washington,http://www.fruitsmart.com,2.611372E7,200,Private,Universal Corporation,311999,"Fruitsmart, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut ",Scott Evenson — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
254,6,Frutarom USA Inc.,unclassified food/bev mfr,,Cincinnati,Ohio,,3.2667431E7,125,Private,International Flavors & Fragrances Inc.,311942,"Frutarom Usa Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut",James Chan — Vice President Of Business Development,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
255,6,"Fuchs North America, Inc.",unclassified food/bev mfr,,Hampstead,Maryland,http://www.fuchsna.com,3.1025274E7,185,Private,Fuchs GmbH & Co. KG,311942,"Fuchs North America, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds",Christopher Angler — Chief Financial Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
256,6,"Fuji Food Products, Inc.",unclassified food/bev mfr,,Santa Fe Springs,California,http://www.fujifood.com,3.8100906E7,700,Private,"Fuji Food Products, Inc.",311999,"Fuji Food Products, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds;",Farrell Hirsch — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
257,6,"Furman Foods, Inc.",unclassified food/bev mfr,,Northumberland,Pennsylvania,http://www.furmanos.com,3.641798E7,250,Private,,311421,Furman Foods has firm ideas about tomatoes and other food products. The Pennsylvania company has built a business producing a complete line of canned tomatoes and tomato products. It also offers canne,Bill Lehman — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
258,6,Furst-Mcness Company,unclassified food/bev mfr,,Rockford,Illinois,http://www.mcness.com,3.4526221E8,219,Private,Easy USA Holdings Inc.,311119,"Furst-Mcness Company is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and lives",Matt Hartman — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
259,6,Future Meat Technologies Inc.,unclassified food/bev mfr,,Chicago,Illinois,http://www.believermeats.com,2.1684937E7,60,Private,,311612,"Future Meat Technologies Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carca",Gustavo Burger — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
260,6,G.P.De Silva Spices Incorporation,unclassified food/bev mfr,,Pico Rivera,California,http://www.cinnamononline.com,2.1180008E7,90,Private,G.P.De Silva Spices Incorporation,311942,"G.P.De Silva Spices Incorporation is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening c",Ravi De Silva — President And Ceo,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
261,6,"GEO. PFAU'S SONS COMPANY, INC.",unclassified food/bev mfr,,Jeffersonville,Indiana,http://www.pfauoil.com,2.3311836E7,50,Private,,311613,"Geo. Pfau's Sons Company, Inc. is primarily engaged in manufacturing animal oils, including fish oil and other marine animal oils, and fish and animal meal; and those rendering inedible stearin, greas",Norman Pfau — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
262,6,"GFF, Inc.",unclassified food/bev mfr,,City OF Industry,California,http://www.girardsdressings.com,2.6414913E7,89,Private,HACO Holding AG,311941,"Gff, Inc. is primarily engaged in pickling and brining fruits and vegetables, and in manufacturing salad dressings, vegetable relishes, sauces, and seasonings.",Emanuel Marti — Chief Executive Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
